ID;Status;Agendamento;Analista;Agência;Gestor;Projeto;Técnico;Demanda;Descrição;Observação;Data de Abertura;Data de Finalização;Log Agendamento;Etapas_Concluidas
;NÃO INICIADO;2025-09-12;MARCELA;AG 0546 CAMPINAS-MORAES SALLES;GILSON;Espaço Itaú;Fabio Barbosa;Desinstalação Total;"12/09/2025 – sexta-feira – 16hrs
Desinstalar: BATERIA DE CAIXAS
02 sísmicos TCR – em definitivo (recolher) – excluir zonas";;;;;
;NÃO INICIADO;2025-09-19;MARCELA;AG 3847 AMPERE-PR;SABRINA;Porta Giratória;Rafael Dimitrius;Reinstalação Parcial;"Ativação da porta giratória	SEGURANÇA	21/09/2025 a partir das 14h";;;;;
;FINALIZADA;2025-09-19;MARCELA;AG 3847 AMPERE-PR;ANDRESSA;Porta Giratória;Rafael Dimitrius;Desinstalação Parcial;"Desativação da porta giratória	SEGURANÇA	19/09/2025 a partir das 16h";;;2025-09-19;;
;NÃO INICIADO;2025-09-22;MARCELA;AG 0937 BELO HORIZONTE-AV. DOM PEDRO II;SABRINA;Empreenda;Eduardo Duarte;Reinstalação Parcial;"REINSTALAR
 DIA 22/09 APÓS AS 9 H
- 5 CAMERAS
- 5 SENSORES

OBS.: deixar em estoque 2 controle de acesso.

Aguardo status de cada demanda, termo de vistoria assinado pela construtora e os books.";;;;;
;NÃO INICIADO;2025-09-19;MARCELA;AG 0937 BELO HORIZONTE-AV. DOM PEDRO II;SABRINA;Empreenda;Eduardo Duarte;Desinstalação Parcial;"Seguir com a demanda: 
DESINSTALAR - 
DIA 19/09 APÓS AS 18 H
- 5 CAMERAS
- 5 SENSORES
- 2 CONTROLE DE ACESSO";;;;;
;NÃO INICIADO;2025-09-18;MARCELA;AG 0623 RIBEIRAO PRETO-AV SAUDADE;DANILO;Unificadas;Leandro Prata;Reinstalação Parcial;"No dia 18/09/2025 às 09h

	Realizar vistoria de infra
	Fornecer e instalar a(s) câmera(s) n° 44 (Dori-PG) e 45 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
	Fornecer e instalar a(s) câmera(s) n° 23 (escudo/cofre b40)
	Ajustar posição da câmera abaixo para pegar todo o cofre CBL
o	 
	Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
	Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-19;MARCELA;PAB 2382 N HTE U S JOSE ESTIVA;SABRINA;PAB;Leandro Prata;Reinstalação Parcial;"•	REINSTALAR 02 CEI SÍSMICOS NO DIA 19/09/2025 às 09:00h";;;;;
;NÃO INICIADO;2025-09-15;MARCELA;PAB 2382 N HTE U S JOSE ESTIVA;SABRINA;PAB;Leandro Prata;Desinstalação Parcial;"•	DESINSTALAR 02 CEI SÍSMICOS NO DIA 15/09/2025 às 09:00h";;;;;
;NÃO INICIADO;2025-09-10;MARCELA;PAB 3981 CURITIBA ASSEMBLEIA;ROSEANE;PAB;Maicon Mendes;Vistoria Partida;"Segue programação:

10/09 - Realizar vistoria para levantar quais equipamentos estão faltando (acréscimo), pós-reforma.";;;;;
;NÃO INICIADO;2025-09-15;GIOVANA;AG 0678 ANGRA DOS REIS-RJ;WILLIAM;Commbox;Gilmar Brito;Vistoria Partida;Até dia 15/09 - Realizar vistoria de infra para instalação da Commbox / controle de acesso.;;;;;
;NÃO INICIADO;2025-09-15;GIOVANA;AG 9166 RIO HELDER CAMARA;WILLIAM;Commbox;Jefferson Bittar;Vistoria Partida;Até dia 15/09 - Realizar vistoria de infra para instalação da Commbox / controle de acesso.;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 4261 RIO DAS OSTRAS-JARDIM MARILEA;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Dia 08/09 - Realizar vistoria de infra para instalação da Commbox/controle de acesso.;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6025 NOVA FRIBURGO-OLARIA;WILLIAM;Commbox;Matheus Vieira;Vistoria Partida;Realizar vistoria de infra para instalação da Commbox/controle de acesso;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6696 DUQUE DE CAXIAS-AV. EXPEDICIONARIO;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Realizar vistoria de infra para instalação da Commbox / controle de acesso;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6097 CABO FRIO-BOULEVARD CANAL;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Realizar vistoria de infra para instalação da Commbox / controle de acesso;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 4556 QUEIMADOS-RJ;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Realizar vistoria de infra para instalação da Commbox / controle de acesso;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6087 PARAIBA DO SUL-RJ;WILLIAM;Commbox;Matheus Vieira;Vistoria Partida;Até  08/09 - Realizar vistoria de infra para instalação da Commbox/controle de acesso.;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 7953 RIO-CAMPO GRANDE ESTRADA DO MENDANHA;WILLIAM;Commbox;Jefferson Bittar;Vistoria Partida;Até dia 08/09 - Realizar vistoria de infra para instalação da Commbox / controle de acesso.;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6080 PARACAMBI-RJ;WILLIAM;Commbox;Jefferson Bittar;Vistoria Partida;Dia 08/09 - Realizar vistoria de infra para instalação da Commbox/controle de acesso;;;;;
;NÃO INICIADO;2025-09-08;GIOVANA;AG 6098 BARRA DE SÃO JOAO-RJ;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Até  08/09 - Realizar vistoria de infra para instalação da Commbox/controle de acesso.;;;;;
;NÃO INICIADO;2025-09-10;GIOVANA;AG 4844 BOM JARDIM-RJ;WILLIAM;Commbox;Pedro Paulo;Vistoria Partida;Dia 10/09 - Realizar vistoria de infra para instalação da Commbox/controle de acesso.;;;;;
;NÃO INICIADO;2025-09-29;GIOVANA;AG 0311 RIO-LARGO HUMAITA;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Até dia 10/09 - Realizar vistoria de infra para instalação da Commbox / controle de acesso.;;;;;
;NÃO INICIADO;2025-09-12;GIOVANA;AG 6553 ITABORAI-CENTRO;WILLIAM;Commbox;Francisco Gilney;Vistoria Partida;Até dia 12/09 - Realizar vistoria de infra para instalação da Commbox / controle de acesso;;;;;
;NÃO INICIADO;2025-09-15;MARCELA;AG 7932 RIO NEGRINHO-SC;ROSEANE;Unificadas;Filipe Marinho ;Reinstalação Parcial;DIA 15/09/25 AS 09:00H – CÂMERA 12, 14 E 15 DESATIVA E REATIVA. / ACRÉSCIMOS DE 4 SENSORES CAIXAS E ATENDIMENTO /  ATIVAR 1 GER NEBLINA /2 SÍSMICOS AA / 1 acréscimo de 1 sísmico /1 SENSOR AA / 1 BIOMETRIA.;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 7932 RIO NEGRINHO-SC;ROSEANE;Moderzinação;Filipe Marinho ;Desinstalação Parcial;DIA 12/09/25 AS 18:00H - DESATIVAR 4 CÂMERAS ocultas em novas posições(2,3,4 E 5) + 1 SENSOR AA + 2 SÍSMICOS CEI + 01 GER NEBLINA + 1 ÁUDIO DESATIVAÇÃO DEFINITIVA + 1 BIOMETRIA + CÂMERA 12, 14 E 15 DESATIVA E REATIVA. ;;;;;
;FINALIZADA;2025-09-19;MARCELA;AG 0560 ITATIBA-SP;DANILO;Unificadas;Paulo Falcon;Reinstalação Parcial;"
	Realizar vistoria de infra
	Fornecer e instalar a(s) câmera(s) n° 30 (Dori-PG) e 31 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
	Fornecer e instalar a(s) câmera(s) n° 28 (escudo)
	Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
	Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;2025-09-19;;
;NÃO INICIADO;2025-09-19;MARCELA;AG 5255 EUGENOPOLIS-MG;DANILO;Unificadas;Pedro Paulo;Reinstalação Parcial;"	Realizar vistoria de infra
	Fornecer e instalar a(s) câmera(s) n° 15 (Dori-PG) e 16 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
	Fornecer e instalar a(s) câmera(s) n° 17 (posição do vigilante)
	Verificar a necessidade de fornecimento e instalação de switch
	Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
	Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal

Importante! 
Não substituir nenhum ponto de câmera existente.";;;;;
;NÃO INICIADO;2025-09-19;MARCELA;AG 3149 MARIANA-MG;DANILO;Unificadas;Jose Vieira;Reinstalação Parcial;"	Realizar vistoria de infra
	Fornecer e instalar a(s) câmera(s) n° 38 (Dori-PG) e 39 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
	Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
	Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-11;MARCELA;AG 5112 DIVINO-MG;WILLIAM;Commbox;Pedro Paulo;Vistoria Partida;Realizar Vistoria para validar cabeamento da Commbox;;;;;
;NÃO INICIADO;2025-09-11;MARCELA;AG 3149 MARIANA-MG;WILLIAM;Commbox;Jose Vieira;Vistoria Partida;Realizar Vistoria para validar cabeamento da Commbox;;;;;
;NÃO INICIADO;2025-09-08;MARCELA;AG 0513 SOROCABA-CERRADO;GILSON;Demanda Pontual;Darcio Fernandes;Reinstalação Parcial;01 biometria na porta do backoffice;;;;;
